STRUCTURE_NUMBER_008,ADT_029,STRUCTURE_LEN_MT_049,DECK_WIDTH_MT_052,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060
18271,35,22.9,4.9,6,6,5
18272,600,15.8,7.8,5,5,6
18274,40,14.9,4.1,5,5,5
18275,15,7.9,3.7,7,7,6
18278,30,16.2,3.7,5,5,5
18279,70,10.4,6.1,7,7,7
1828,94570,40.8,35.6,6,6,7
18282,40,15.2,7.3,8,8,9
18283,160,7,0,N,N,N
18284,15,15.8,4.6,6,6,6
18286,35,8.2,6,7,6,7
18287,40,16.8,4.3,5,5,5
18288,30,21.6,6,7,7,7
1829,7390,85,27.7,5,5,6
18294,20,20.7,6.2,4,4,5
18295,300,40.8,7.9,7,7,8
18297,20,36,8.1,7,7,7
18298,50,69.2,7.9,7,7,8
183,5183,6.3,0,N,N,N
1830,86780,71.9,41.6,6,7,7
18300,45,21.9,5,6,5,6
18302,15,8.2,4.6,7,7,7
18305,35,16.2,7.5,8,8,8
18308,40,22.9,7,7,7,7
18309,20,21.3,5.5,8,8,7
1831,86780,38.7,35.6,6,6,6
18311,55,10.1,7.9,8,8,8
18313,35,15.2,5.5,8,8,6
18315,50,10.4,5,6,6,6
18316,25,17.4,7.5,7,7,8
18317,100,49.7,8.1,7,7,6
18318,30,11.9,5.7,7,7,6
18319,100,41.8,8,7,8,7
1832,608,57.3,9.4,7,7,7
18320,30,11.9,5.5,7,7,6
18321,50,61.6,7.5,8,8,8
18322,60,18.6,6.1,6,7,7
18323,30,19.2,7,7,8,8
18324,35,32,8.8,7,7,7
18325,25,21.9,6.2,7,7,7
1833,620,6.3,0,N,N,N
18330,150,11.3,7.4,6,6,6
18331,170,51.2,8,8,8,8
18332,50,6.4,6.2,7,7,7
18334,20,15.5,4.9,8,8,8
18336,35,12.5,5,8,6,6
18337,50,12.5,4.6,3,3,5
18338,20,11,4.9,5,6,3
18339,35,10.1,5,8,5,5
1834,1213,82.3,11.2,7,8,7
18342,35,15.2,7.2,6,6,6
18343,40,12.2,4.8,7,7,6
18344,66,9.8,5.5,7,7,5
18345,40,9.1,4.9,8,8,6
18346,25,9.1,5.5,7,7,6
18347,67,10.1,8,N,N,N
18348,15,9.1,4.1,5,4,5
18349,30,7,4,6,6,7
1835,912,8.3,0,N,N,N
18350,35,7.3,0,N,N,N
18351,50,25.6,6.1,6,6,7
18352,30,14.6,4.9,5,5,6
18353,100,15.2,4.9,7,7,6
18354,15,12.5,4.8,7,7,8
18355,15,75,4.7,7,5,5
18356,35,13.7,5.5,8,7,8
18359,1406,73.5,8.1,7,6,9
1836,754,81.4,11.2,7,7,7
18360,2500,47.5,14.9,7,7,9
18361,15,24.7,6.9,7,7,7
18362,35,10.1,6.7,N,N,N
18365,30,28,7.9,8,8,8
18367,187,7.3,9.1,6,4,4
18369,100,27.7,8.1,7,6,5
1837,871,69.8,11.2,4,4,7
18370,70,12.8,5.4,6,7,7
18371,15,15.5,6.9,8,7,8
18372,35,44.2,8,7,7,7
18373,30,10.1,10.2,N,N,N
18374,220,9.1,5.5,8,6,7
18375,35,38.7,7.8,5,5,6
18376,75,15.8,6.2,6,7,7
18377,30,12.5,7.5,7,7,7
18378,25,33.8,7.3,6,6,7
18379,35,7.3,4.8,7,7,7
1838,294,66.8,9.4,6,6,7
18380,35,44.2,3.7,4,5,6
18381,60,12.2,7,7,7,7
18382,30,7,4.6,N,N,N
18386,145,76.8,7.9,7,7,7
18387,200,7.6,7.9,N,N,N
18388,15,27.4,4.9,7,7,7
1839,5568,65.5,13,6,6,7
18390,85,7.3,0,N,N,N
18391,20,15.2,3.7,5,7,5
18392,15,7.6,4.2,6,6,3
18394,15,41.5,3.7,6,4,3
18396,35,9.1,7.6,8,7,7
18397,5,9.1,4.1,7,6,6
18398,441,22.9,6.5,7,6,6
18399,25,11,6.9,8,7,8
184,688,31.4,7.5,4,4,5
1840,1197,6.3,0,N,N,N
18400,250,41.1,8,8,8,8
18402,40,13.1,6.1,6,7,7
18404,100,12.2,4.9,5,5,7
18406,25,10.4,5.8,5,5,5
18407,35,15.2,7.5,7,7,7
18408,35,33.8,7.3,7,7,6
18409,30,14.6,3.6,5,5,6
1841,632,8,0,N,N,N
18410,250,37.2,16.5,7,7,7
18412,400,25.6,6.4,5,2,7
18413,75,7.6,6.2,6,6,7
18415,5,20.7,3.7,5,4,5
18417,4103,37.2,9.1,4,4,5
18418,4103,11,14,N,N,N
18419,50,7.6,6.1,7,6,4
1842,320,31.1,8.7,5,7,5
18420,4766,21,11.1,6,6,6
18421,200,9.2,8.7,8,7,7
18422,35,7.3,7.6,N,N,N
18423,35,14.3,7.6,7,6,7
18424,2100,24.7,11.1,7,7,9
18425,900,10.4,10.4,N,N,N
18427,4103,39.3,12.7,7,7,7
18429,30,9.4,4.2,8,8,7
1843,320,38.4,8.7,5,8,7
18430,53,25.6,5.5,5,5,6
18431,500,24.1,9.1,6,5,7
18432,35,7.3,7.1,N,N,N
18433,550,10.1,22.7,N,N,N
18434,400,36.3,11.1,8,6,6
18435,400,7.9,0,N,N,N
18436,4350,53.3,13,7,7,8
18437,150,12.8,4.3,9,9,7
18438,200,20.4,9.8,8,7,8
18439,35,7.6,3.7,7,5,6
1844,37176,70.4,20.8,5,6,6
18440,25,12.5,6.1,7,7,6
18442,4600,15.2,15.2,N,N,N
18443,12700,18.6,16.8,5,5,5
18444,2084,8.8,0,N,N,N
18446,50,25.3,6.2,7,7,8
18447,5,9.1,3.7,5,4,4
18448,20,8.5,4.3,6,6,6
18449,35,11,6.5,7,7,7
1845,32986,70.4,21.5,5,5,6
18450,20,7.9,5.3,5,7,5
18451,50,12.5,8,8,9,9
18454,30,12.2,7.6,7,8,7
18455,50,42.7,7.6,8,8,8
18456,10,10.1,3.7,4,5,5
18458,50,16.2,7.5,8,8,7
1846,37176,61,20.8,5,5,6
18460,35,7.9,4.9,5,4,3
18461,71,14.3,6.4,7,7,8
18462,10,10.7,4.3,6,5,3
18463,60,7.3,4.6,N,N,N
18465,15,9.1,4.3,7,6,2
18467,15,9.1,4.3,6,6,5
18468,40,18.3,4.9,7,6,8
1847,68733,61,21.5,5,6,6
18472,485,12.2,8.2,7,6,8
18474,20,16.2,5.5,6,6,8
18475,35,9.4,6.8,6,7,6
18478,5,21,4.3,5,5,3
1848,48717,49.4,25.1,5,5,7
18485,5,23.2,3.7,5,2,4
18486,40,14,3.7,7,6,7
18487,30,9.4,5.8,5,5,5
18489,45,12.8,7.6,6,7,7
1849,68733,49.4,24.5,6,6,7
18491,130,91.4,8.7,7,7,6
18492,50,9.8,6.3,7,7,7
18493,40,57.9,8.1,7,7,7
18494,10,14,5.9,8,7,7
18495,250,24.7,4.9,5,4,5
18497,29,12.2,5.2,7,7,7
18499,30,11.9,6.7,6,6,6
185,1018,7.3,8.7,N,N,N
1850,1795,55.8,9.4,4,6,7
18501,50,59.1,8.1,8,8,8
18502,35,32.6,7.3,7,7,7
18504,182,9.1,7.7,5,5,6
18506,40,12.8,7.1,7,7,6
18508,25,16.2,4.9,7,7,7
18509,30,27.4,4.3,6,6,6
18510,35,7.3,5.5,5,6,5
18511,40,23.8,4.9,7,6,4
18512,225,9.8,4.3,4,5,3
18513,163,18.6,7.8,5,5,6
18514,45,22.3,7.5,7,7,6
18516,20,18.3,6.1,8,8,8
18517,90,14.6,6.7,6,5,7
18518,75,9.1,6.2,7,7,6
18519,20,12.2,4.8,7,6,6
1852,1281,73,12.4,7,6,7
18520,20,29.1,4.9,8,5,6
18523,200,16.8,8.1,7,8,8
18524,30,7.9,4.7,6,7,6
18526,30,36.9,8.1,7,7,8
18527,100,12.2,6.7,6,7,6
18528,35,28,7.3,6,6,7
18529,35,7.3,0,N,N,N
1853,3413,89,8.1,4,4,7
18530,30,7.3,5.9,6,6,6
18531,25,13.4,5.9,7,6,6
18532,100,22.9,7.3,7,7,5
18533,50,12.2,3.7,8,4,5
18534,30,10.7,6.5,6,6,6
18535,35,7.6,7.3,5,5,6
18536,25,10.1,0,N,N,N
18537,15,14.9,3.7,6,6,5
18538,93,8.2,7.9,N,N,N
18539,20,27.1,4.9,8,6,7
18540,35,52.7,8.2,7,7,8
18541,15,12.5,6.7,8,8,8
18542,50,13.1,4.9,7,6,8
18545,35,21.3,6.2,8,8,7
18546,150,8.5,0,N,N,N
18547,10,22.6,3.7,6,6,5
18548,35,23.8,3.9,6,5,6
18549,50,27.4,8,8,8,8
1855,394,18.8,0,N,N,N
18551,20,14.6,5.2,7,6,7
18552,120,8.8,6.1,7,6,7
18553,35,32.6,7.3,6,6,7
18554,15,7.3,5.5,5,6,4
18559,35,7.3,6.3,8,7,7
18563,50,15.2,4.9,8,6,8
18564,60,6.4,7.9,N,N,N
18565,15,10.7,4,6,6,6
18566,25,53.6,8.2,7,7,7
18567,25,21.9,4.1,5,6,4
18569,50,11.3,12.4,N,N,N
18570,15,14.9,5,7,5,6
18571,50,9.8,14.7,N,N,N
18573,25,21.6,4.9,5,6,6
18574,10,64.9,7.9,8,7,6
18576,45,11,3.7,5,5,5
18577,30,10.7,3.7,5,5,3
18578,102,8.5,4.8,7,7,6
18579,1000,6.4,0,N,N,N
1858,14840,52.4,12.4,6,6,7
18580,20,11.9,4.9,7,7,7
18582,35,9.1,7.9,5,5,5
18587,500,19.5,8.1,7,7,7
18588,35,8.8,6.7,N,N,N
18589,50,7.3,5.5,N,N,N
1859,15942,54.3,12.4,6,6,7
18590,35,11.3,7.6,6,7,7
18592,100,41.1,8,7,7,9
18593,15,13.7,9.8,N,N,N
18594,35,8.5,7.6,6,7,6
18596,35,6.7,4.9,5,5,4
18597,35,9.1,7.6,6,7,7
18598,6,21,5.5,8,8,8
1860,14721,73.5,12.4,5,5,8
18600,300,6.4,9.5,8,8,7
18602,50,8.8,4.3,7,6,7
18603,40,21.9,7.5,7,7,6
18609,60,43,7.4,7,7,6
1861,15942,73.5,12.4,5,5,8
18610,100,21.3,6.2,7,7,7
18611,50,17.4,8.1,8,7,8
18613,200,18.3,5,6,6,6
18615,250,7.9,7.6,6,6,6
18616,15,10.7,5.5,6,7,7
18617,350,9.8,11.6,6,6,6
18618,75,15.2,7.3,7,7,6
1862,2034,10.8,0,N,N,N
18620,35,10.1,6.7,N,N,N
18621,15,10.7,6.1,7,7,7
18623,35,43.6,6.9,8,8,8
18624,50,11,6.4,6,6,6
18625,50,16.2,0,N,N,N
18627,60,9.4,5.7,7,6,7
18628,154,8.8,7.9,6,6,6
18629,75,35.7,5.6,8,8,8
1863,2212,8.9,0,N,N,N
18630,10,13.7,4.3,6,6,5
18631,50,38.7,8.2,7,7,6
18632,15,18.3,7.8,7,7,6
18634,120,30.5,6.9,7,7,7
18636,45,38.7,8.1,7,7,7
18637,40,11,0,N,N,N
18639,75,40.5,8.1,7,7,8
1864,528,8.9,0,N,N,N
18640,75,9.4,0,N,N,N
18642,600,9.1,6.9,8,8,8
18643,100,37.5,8,7,7,7
18644,50,34.1,7.3,8,8,7
18647,100,55.8,7.3,7,7,9
1865,14721,41.8,12.4,5,5,8
18650,5,24.4,4.9,7,7,3
18651,60,7,7.2,7,7,6
18652,65,11.9,7.6,6,6,6
18653,35,11.3,5,5,5,7
18654,150,12.5,6.1,4,6,5
18655,25,32.6,8.1,7,7,8
18656,30,10.1,5.5,8,8,8
18657,65,58.5,8.2,8,7,8
18658,25,22.9,8,8,8,8
18659,100,22.6,6.2,6,7,6
1866,15942,41.8,12.4,5,5,8
18660,15,10.4,5.2,7,7,5
18661,35,22.9,5,8,5,5
18662,100,11.9,7.6,6,6,6
18663,25,7,4.9,7,7,7
18664,35,14.9,7.6,7,7,6
18665,55,14.6,5,8,7,7
18666,30,7.3,5.1,6,6,6
18667,369,12.5,8.2,7,6,7
18668,35,26.5,8.2,7,7,7
18669,45,8.5,4.2,6,6,5
1867,30663,6.3,0,N,N,N
18670,100,30.2,7.5,8,7,8
18671,20,25.9,6.6,6,6,7
18672,100,48.8,5.5,7,7,7
18677,22,9.4,6.4,7,7,6
18678,35,18.3,4.9,4,5,6
1868,2050,6.3,0,N,N,N
18681,30,49.7,7.5,8,8,8
18682,30,16.8,4.4,7,7,6
18683,75,14.3,7.3,7,6,7
18684,65,7.3,7.3,7,7,6
18685,35,9.1,4.9,7,7,6
18687,35,61,8,8,9,9
18688,100,18.6,7,5,7,7
18689,75,71.6,8.1,8,7,8
1869,104,6.8,0,N,N,N
18690,65,6.7,6.8,7,6,6
18692,50,46.3,8.1,7,5,7
18694,50,48.5,8,7,7,7
18697,25,10.1,7.9,7,7,9
18698,230,7.3,4.3,3,4,5
1870,8265,105.2,14.2,8,7,7
18700,40,25.6,6.8,8,6,8
18701,50,21,7.1,7,7,7
18702,50,41.8,4.1,5,5,6
18707,60,7.9,6.9,N,N,N
18708,75,13.4,4.3,7,6,6
18709,15,14,5,7,5,5
1871,7433,66.1,14.2,8,6,7
18710,25,7.6,6.1,7,7,6
18711,20,16.5,3.3,6,6,7
18712,100,18.3,6.9,7,7,8
18713,150,104.9,8.1,7,8,8
18714,100,57.6,8.1,8,8,8
18715,45,12.2,7,7,6,5
18717,100,16.5,8.1,7,6,7
18718,150,12.5,5.9,7,7,6
1872,7827,228.3,14.2,7,7,7
18721,15,9.4,4.9,5,5,5
18725,375,8.8,12.8,N,N,N
18727,35,22.3,7.2,8,8,8
1873,8123,33.8,14.3,6,6,6
18730,5,12.5,6.1,8,6,6
18731,15,9.1,6.2,6,5,5
18733,35,7,7.3,N,N,N
18734,5,21,3.6,5,2,2
18735,25,8.5,4.6,7,7,7
18736,20,12.2,6.7,6,7,6
18737,20,8.8,5,5,5,5
18738,150,9.1,6,6,6,5
18739,35,24.7,6.4,8,7,7
1874,14578,40.5,14.3,6,6,6
18742,35,11.9,6.2,5,6,7
18743,50,21.9,8.1,7,8,8
18746,80,19.8,4.3,6,6,6
18747,676,7.9,10.7,N,N,N
18749,150,12.8,17.5,N,N,N
1875,14578,45.4,14.3,6,6,7
18750,204,6.7,8,N,N,N
18754,50,16.2,8.1,6,6,6
18755,50,54.3,7.3,7,7,6
18756,45,12.5,6.4,7,7,7
18757,75,12.2,7.3,7,8,8
18759,30,12.8,5,7,7,6
18760,35,32.9,8.1,7,7,8
18761,15,9.1,5.5,5,6,6
18762,30,7.6,8,5,5,3
18763,50,21.3,5.5,8,7,5
18764,50,42.7,7.5,8,8,7
18766,100,39.6,7.5,8,8,8
18767,15,7.9,4.8,5,6,6
18769,5,18,3.7,8,3,3
18770,150,56.1,8.1,8,8,8
18771,30,64,8.1,8,8,7
18773,341,9.4,8,6,6,6
18774,50,33.8,8.1,7,7,5
18775,341,9.8,7.9,6,6,5
18776,25,7.3,7,7,7,7
18778,35,8.5,7.7,7,7,7
18781,15,7.9,3.7,6,6,4
18783,45,46.9,8.1,7,7,7
18784,15,49.4,7.9,8,8,6
18786,10,9.4,5.6,8,7,7
18787,50,14.9,11.3,N,N,N
18788,25,11.3,5.9,6,7,6
18789,75,7.9,6.1,7,7,5
18790,75,15.8,4,6,6,6
18792,50,7.6,5.5,7,6,6
18793,10,18.9,3.6,5,4,7
18794,50,23.5,6.4,6,7,6
18796,35,27.4,5.8,8,7,6
18797,20,7.9,3.7,5,5,5
18798,50,9.8,4.5,6,6,5
18799,50,11,4.3,6,7,6
188,6956,63.4,19.4,6,6,6
18800,25,17.8,4.1,5,4,3
18801,10,16.5,4.9,8,7,6
18802,35,9.8,5.1,5,5,5
18803,100,43,5.8,5,5,5
18804,30,14.6,4.7,7,7,6
18805,100,9.8,7.5,5,6,4
18807,15,7.9,4.3,7,6,5
18808,35,32,8.1,7,7,7
18810,25,15.2,5.4,8,7,7
18811,25,23.5,4.8,5,5,5
18812,35,22.9,4.9,5,5,4
18813,25,9.1,4.9,7,6,7
18814,40,54.9,5,7,7,7
18815,35,8.5,6.1,6,6,5
18817,25,15.8,3.7,8,4,5
18818,5,10.7,4.9,8,7,7
18819,25,9.1,4.9,6,6,4
18820,30,36.9,4.9,6,7,7
18821,35,15.8,6.2,8,8,8
18822,35,8.2,4.3,5,5,6
18823,35,8.5,4.9,6,6,6
18824,35,21.3,6.3,8,8,8
18827,50,31.7,4.2,5,6,6
18828,5,22.3,5.5,8,6,4
1883,2980,111.3,13,5,4,6
18830,50,21,4.8,6,7,5
18831,15,24.1,4.9,8,7,7
18832,10,9.8,4.6,5,4,5
18833,20,7,4.4,6,5,4
18834,15,9.1,6.1,6,6,5
18835,100,6.7,6.7,7,6,7
18836,15,21.6,7.6,7,7,7
18837,100,23.8,6.7,8,7,7
18838,15,7.9,4.1,6,6,4
18839,100,7.6,8.2,N,N,N
1884,306,32.3,14.4,5,5,6
18840,15,15.5,4.9,8,8,8
18841,20,14.6,3.6,6,4,2
18843,100,7.6,6.2,7,6,6
18845,15,16.2,4.9,7,7,8
18846,30,12.5,7.5,8,6,8
18847,15,19.2,4.9,7,7,7
18849,50,6.4,7.9,5,5,6
1885,886,21.5,14.7,N,N,N
18850,20,15.2,6.9,8,8,8
18853,5,14,3.7,5,5,3
18855,40,98.8,8.3,6,7,8
18856,150,10.1,8.1,7,7,9
18857,225,9.1,7.8,7,7,9
18859,20,12.2,3.7,7,6,7
1886,886,15.4,15.5,N,N,N
18860,100,53.3,5.5,5,5,7
18861,15,10.1,8,N,N,N
18862,35,21.9,6.1,6,6,6
18864,15,9.1,4.2,6,7,6
18865,50,31.1,7.3,8,7,7
18866,100,9.1,4.2,5,5,5
18867,150,26.2,7.5,7,7,7
18869,15,38.7,3.7,5,5,5
1887,886,51.5,11.2,6,7,7
18870,150,92.4,7.5,7,8,8
18872,50,8.2,7.6,7,8,6
18873,20,19.8,6.1,7,6,6
18874,50,23.5,5.3,7,7,6
18875,150,29.3,6.6,7,6,7
18876,55,12.2,5,6,6,4
18877,200,18.6,6.3,8,7,8
1888,873,36.9,8.7,6,6,6
18880,200,13.4,6.2,8,8,8
18882,55,12.5,4.9,6,6,5
18883,5,11.9,4.3,5,6,5
18884,10,7.6,5.5,6,6,5
18885,10,8.8,5,6,6,7
18886,20,11,4.9,5,5,4
18887,5,9.1,4.3,5,5,3
18888,50,14.6,5.5,7,7,6
18889,75,18,8.1,7,7,8
1889,2588,60.7,14.3,5,6,5
18890,50,8.2,6.7,N,N,N
18891,35,11.6,6.5,N,N,N
18893,60,12.5,7.3,8,6,7
18894,35,10.4,4.8,6,6,7
18896,100,46.3,6.5,6,6,6
18897,100,18.9,6.2,7,7,5
18898,65,8.8,6.2,5,6,7
18899,100,9.4,7.6,7,6,7
189,40991,61.3,26,5,5,6
1890,5054,7.3,0,N,N,N
18900,20,10.1,6.2,5,5,6
18902,15,8.8,5.4,6,6,4
18903,15,18.9,4.3,6,6,6
18904,75,13.1,16.8,N,N,N
18905,750,17.1,7.7,5,5,7
18907,40,55.8,7.1,7,7,8
18908,20,9.1,4.8,7,6,6
1891,3965,9.1,0,N,N,N
18910,25,6.7,5.1,6,6,3
18912,330,11.3,3.7,6,5,6
18913,20,18.6,6.1,7,7,7
18915,15,14,4.9,7,7,7
18916,15,24.1,5,7,7,7
18917,40,7.6,4.3,7,6,5
18918,5,15.2,3.7,4,5,4
18919,10,8.2,10.4,N,N,N
1892,5612,8.3,0,N,N,N
18920,35,36.3,7.5,7,8,8
18921,1000,43.9,7.8,7,7,7
18922,100,24.1,6.7,5,6,7
18923,20,18,6.1,8,6,8
18924,30,15.5,6,6,6,5
18925,20,11.3,3.9,6,7,6
18926,300,18.9,3.7,6,7,5
18927,20,11.9,6.1,8,6,8
18928,20,8.5,3.7,7,7,7
18929,120,31.7,5.1,6,8,7
1893,3626,12.3,0,N,N,N
18931,10,17.1,6.9,8,7,7
18932,35,12.2,3.5,4,5,4
18934,30,16.8,4.9,8,7,6
18935,670,9.4,7.9,6,6,6
18936,25,32,7.9,7,7,7
18937,29,43.3,7.3,3,3,5
18938,40,11.6,5.9,6,7,6
18939,75,8.5,7.8,7,7,8
1894,922,6.6,0,N,N,N
18940,35,7.3,5.5,8,7,6
18942,15,8.8,6.1,7,8,8
18944,100,18.3,6.1,8,7,7
18945,40,20.1,7.4,7,7,6
18946,20,14.9,5.9,7,6,6
18947,20,7.3,4,6,7,5
18948,35,6.1,0,N,N,N
1895,1380,36.3,12.4,6,6,6
18950,35,9.1,6.2,8,6,5
18951,60,97.5,7.9,7,7,6
18954,25,6.7,5.5,7,7,7
18955,70,37.5,7.9,7,6,7
18957,35,24.4,7.6,6,7,7
18958,40,15.5,6.9,7,7,6
1896,1021,7.5,0,N,N,N
18960,25,7.3,7.1,7,7,5
18961,10,15.8,6.8,7,7,7
18962,100,34.1,7.5,7,7,8
18963,35,7.3,7.8,7,7,7
18964,30,33.5,7.5,8,8,8
18967,20,18.3,6.2,8,8,8
18968,50,14,4.9,6,8,8
18969,20,12.3,4.9,9,8,6
1897,1400,667.5,13,7,7,7
18970,20,18.3,3.7,7,7,5
18971,102,66.4,4,7,3,3
18973,40,30.2,7.5,7,7,8
18974,45,43,7.3,7,7,7
18976,100,179.5,6.5,6,6,6
18977,35,16.8,6.2,7,6,6
18978,35,15.2,6.1,6,6,6
18979,30,11.3,11.3,N,N,N
1898,37905,65.5,12.4,6,6,6
18980,25,7,5.7,6,6,6
18982,30,16.8,5,7,7,8
18983,10,7.3,4.9,7,7,5
18984,30,12.2,5,8,7,7
18985,1253,39.3,14.3,7,6,6
18987,35,13.7,7.9,7,7,6
18988,40,9.4,5.7,6,7,5
18989,20,9.4,3.7,6,6,6
1899,34878,65.5,12.4,7,7,6
18992,5,14,7.4,8,7,8
18993,40,11.3,6.7,7,7,7
18994,30,16.8,5,7,7,7
18995,25,15.2,4.9,N,N,N
18996,10,21.3,5.5,8,7,7
18997,50,12.2,6.4,7,7,7
18998,35,9.1,5.6,6,6,6
18999,15,20.7,4.7,8,7,6
190,56735,70.1,14.4,4,4,5
1900,77213,12.7,0,N,N,N
19000,30,7.9,4.9,6,6,4
19001,35,7.3,6.5,N,N,N
19003,15,23.2,4.9,5,7,5
19005,20,21.3,6.7,6,6,7
19008,30,15.5,3.9,6,6,6
1901,8590,25.3,14.2,6,6,6
19010,100,8.2,6.1,N,N,N
19011,40,8.8,4.9,5,5,4
19013,35,10.4,5.5,7,7,7
19015,15,13.1,3.8,6,6,6
19016,15,34.1,4.5,5,4,4
19018,35,9.4,6.9,7,7,5
19019,50,12.8,9.4,N,N,N
1902,13572,56.7,12.4,7,6,6
19022,15,12.5,3.7,5,6,6
19025,10,27.1,4.3,5,2,4
19026,15,7.3,4.3,6,6,6
1903,14966,58.5,12.4,6,6,6
19030,40,18.3,4.9,7,7,6
19031,15,15.2,4.3,7,5,3
19032,15,12.8,4.3,6,6,5
19033,35,9.4,4.7,6,4,6
19035,70,21.3,6.2,8,7,5
19036,75,73.5,8,8,8,8
19037,70,12.2,6.2,8,7,7
19038,50,25.3,8,7,8,8
19039,40,70.7,8,8,8,8
1904,14966,70.7,12.5,6,7,7
19040,75,14.6,7.3,7,7,8
19041,35,9.4,6.1,6,6,5
19043,25,7.9,7.9,N,N,N
19044,50,7,12.7,N,N,N
19045,35,14.6,7.5,7,7,7
19046,15,18.6,6.9,8,8,8
1905,13572,70.7,12.5,6,5,6
19050,25,12.2,6.3,8,7,5
19051,100,48.8,5.5,6,6,7
19052,25,7.6,4.3,6,6,6
19054,25,19.8,6.4,8,7,7
19055,25,7.3,4.9,5,6,7
19056,1500,83.5,3.7,6,2,6
19059,25,7.6,4.9,6,6,4
1906,13628,45.4,12.4,6,7,7
19060,20,9.8,7.6,6,7,7
19062,15,9.4,7.3,8,7,7
19063,1500,8.2,7.8,5,5,5
19064,100,15.2,7.6,7,7,6
19065,25,7.9,3.7,5,6,4
19066,25,48.2,3.6,8,4,6
1907,19243,38.7,12.4,6,7,7
19070,30,8.8,5.2,6,5,6
19071,6,9.8,3.4,6,6,6
19072,25,12.5,5.5,6,7,4
19073,15,29.9,3.6,5,4,5
19074,40,11.6,5.9,6,7,6
19075,20,9.1,4.9,7,7,6
19076,5,14.6,5.2,6,6,7
19077,30,10.4,6.8,7,7,6
1908,4013,73.8,12.4,7,6,6
19080,35,8.8,5.6,8,7,7
19082,100,23.2,5.5,6,7,5
19084,50,7.6,7.3,7,7,7
19085,827,9.8,7.9,6,6,6
19086,50,11,6,8,7,8
19087,35,7.3,6.1,6,6,6
19088,20,33.8,8.1,8,8,4
19089,40,30.5,4.8,6,6,7
1909,8498,2029.7,9.8,6,5,5
19091,100,32.6,8.2,7,7,7
19092,50,7.3,6.7,6,6,7
19094,15,9.1,6.1,6,6,5
19095,6305,64.9,12.2,7,7,8
19096,5637,64.9,12.2,7,7,8
19097,20,70.7,4.3,6,3,5
19099,25,12.5,7.6,7,7,7
191,57924,70.1,14.4,4,4,5
1910,8318,2080.6,9.8,6,5,5
19100,20,11.6,0,N,N,N
19103,30,15.5,4.9,7,7,4
19105,50,12.2,6.7,6,6,7
19106,10,6.7,4.9,6,6,6
19107,10,8.8,4.9,6,6,5
19108,40,30.2,7.5,7,7,7
1911,572,170.1,8,7,5,8
19110,10,16.5,4.9,5,5,6
19115,35,9.1,7.6,8,7,8
19116,20,9.1,4.8,8,6,5
19117,10,25.6,4.3,7,5,5
19118,35,14.9,7.3,7,8,6
1912,641,150.9,8,7,5,8
19120,5,7.3,3.7,6,5,5
19122,20,19.5,4.3,6,7,5
19123,40,33.5,3.4,6,6,7
19124,50,52.7,7.9,8,9,8
19126,98,18.9,6.8,7,7,7
19127,20,71.3,6.6,7,8,7
19128,30,128.6,3.7,5,3,4
19129,100,31.4,8.1,7,7,7
1913,1987,257.6,8,7,5,7
19130,100,20.1,7.7,6,6,7
19131,40,27.7,7.3,8,8,8
19132,25,37.8,7.9,8,7,8
19133,50,37.5,7.5,8,8,8
19134,20,27.4,6.2,8,8,8
19136,25,11,5,6,6,7
19138,25,9.4,6.6,6,7,3
19139,3500,48.8,12.2,5,5,7
1914,1842,256.3,8,7,5,6
19141,6106,14.9,13.7,N,N,N
19143,5051,37.2,11.5,4,4,4
19144,1000,7.6,7.7,7,7,5
19145,1000,24.4,10.3,4,6,6
19146,1000,36.6,10.6,4,4,4
19147,5463,50.6,11.5,6,7,6
19149,600,19.8,0,N,N,N
1915,3165,305.4,8,7,6,7
19151,1000,10.7,0,N,N,N
19152,3000,61.6,26.9,6,7,7
19153,13750,15.2,0,N,N,N
19154,3000,25,11.2,N,N,N
19156,60,10.4,8.1,7,7,7
19157,6000,74.7,9.2,6,6,6
19159,920,11.9,0,N,N,N
1916,2803,269.4,8,7,6,7
19160,90,9.8,0,N,N,N
19162,3485,70.7,9.1,6,6,6
19163,1390,38.1,20.9,3,7,6
19164,11900,35.4,20.2,7,7,7
19165,6975,8.2,0,N,N,N
19166,220,14.3,13.2,8,8,7
19167,400,18.3,8.6,6,7,5
19168,400,7.9,6.4,5,5,5
1917,3238,416.7,8.6,6,6,7
19170,15900,9.1,0,N,N,N
19171,110,9.8,12,8,8,7
19172,210,10.7,11.6,N,N,N
19173,1800,7,11.9,N,N,N
19175,16000,43,25.4,7,6,6
19176,13700,8.2,0,N,N,N
19179,150,68.3,9.1,7,7,7
1918,3342,50.9,8.6,7,7,8
19181,322,14.6,7.3,7,7,7
19183,100,24.4,7.6,7,7,7
19184,5,7.6,4.3,4,6,0
19186,25,46.6,7.5,8,7,8
19189,70,68.6,7.9,6,6,5
19190,30,7.3,5.5,7,7,7
19191,30,82.9,7.2,7,7,7
19192,30,24.1,8,8,8,8
19194,114,8.2,7.9,N,N,N
19196,35,9.4,6.1,6,7,5
19197,5,11,4.3,7,7,7
19199,35,8.5,7.6,8,7,5
19201,20,25,4.9,5,5,5
19202,100,61,5.6,6,6,7
19203,40,9.1,4.9,6,6,5
